customer_id,restaurant_id,customer_name,restaurant_name,rating,cuisine,visit_date
222,34,Customer 222,Royal Feast,3,Mexican,2023-06-26
411,26,Customer 411,Rustic Retreat,3,French,2023-12-17
467,18,Customer 467,Pizza Planet,3,French,2023-09-13
478,50,Customer 478,La Belle Cuisine,5,French,2023-05-10
975,45,Customer 975,The Golden Plate,4,Indian,2023-11-14
258,50,Customer 258,La Belle Cuisine,3,Indian,2023-09-26
176,2,Customer 176,Golden Dragon,5,Japanese,2023-12-05
320,44,Customer 320,Coastal Breeze,3,Indian,2023-07-01
525,40,Customer 525,Lavender Bistro,3,Greek,2023-08-07
41,10,Customer 41,Taco Town,5,Indian,2023-05-03
762,4,Customer 762,Le Gourmet,3,Mexican,2023-09-18
679,34,Customer 679,Royal Feast,5,Italian,2023-04-27
165,24,Customer 165,Garden Bistro,5,French,2023-07-11
530,4,Customer 530,Le Gourmet,5,French,2023-12-16
795,47,Customer 795,Epicurean Delight,5,Mexican,2023-06-02
283,32,Customer 283,Maple & Main,5,Indian,2023-11-08
568,49,Customer 568,Timeless Taste,5,Greek,2023-09-05
629,18,Customer 629,Pizza Planet,3,Italian,2023-05-22
993,1,Customer 993,Sakura Sushi,3,Indian,2023-06-22
486,7,Customer 486,Dragonfly Diner,4,Greek,2023-11-02
626,26,Customer 626,Rustic Retreat,5,Japanese,2023-11-14
472,29,Customer 472,Fiesta Feast,3,Chinese,2023-12-10
457,14,Customer 457,Pho Fever,5,Greek,2023-05-14
136,50,Customer 136,La Belle Cuisine,4,Italian,2023-02-15
975,31,Customer 975,The Olive Branch,3,American,2023-03-08
536,28,Customer 536,Sunset Grill,5,Greek,2023-05-18
177,12,Customer 177,Spicy Garden,5,Japanese,2023-02-02
519,19,Customer 519,Waffle World,4,Indian,2023-03-29
30,34,Customer 30,Royal Feast,4,Mexican,2023-05-01
607,44,Customer 607,Coastal Breeze,3,French,2023-04-21
976,2,Customer 976,Golden Dragon,4,Greek,2023-09-15
852,11,Customer 852,Burger Barn,3,Mexican,2023-04-06
673,43,Customer 673,Mystic Curry,4,Chinese,2023-07-18
473,35,Customer 473,Bamboo Garden,5,Greek,2023-04-15
844,32,Customer 844,Maple & Main,3,Indian,2023-01-27
465,14,Customer 465,Pho Fever,4,American,2023-02-25
926,16,Customer 926,Crepe Corner,5,Italian,2023-04-30
412,14,Customer 412,Pho Fever,3,Indian,2023-12-17
570,34,Customer 570,Royal Feast,3,Italian,2023-04-25
644,4,Customer 644,Le Gourmet,3,Chinese,2023-10-29
676,32,Customer 676,Maple & Main,5,American,2023-08-01
437,14,Customer 437,Pho Fever,4,American,2023-08-25
568,19,Customer 568,Waffle World,5,Mexican,2023-10-20
155,31,Customer 155,The Olive Branch,4,Italian,2023-04-16
423,28,Customer 423,Sunset Grill,3,Greek,2023-04-17
599,50,Customer 599,La Belle Cuisine,5,Indian,2023-10-07
198,25,Customer 198,Blue Lagoon,5,American,2023-07-28
390,39,Customer 390,Starlight Café,3,Italian,2023-01-06
295,30,Customer 295,Pepper Mill,3,Indian,2023-06-12
602,11,Customer 602,Burger Barn,3,Chinese,2023-11-27
794,18,Customer 794,Pizza Planet,3,Japanese,2023-04-01
793,43,Customer 793,Mystic Curry,3,Indian,2023-02-02
839,9,Customer 839,Mama's Kitchen,5,Japanese,2023-09-24
543,50,Customer 543,La Belle Cuisine,3,Italian,2023-02-06
191,40,Customer 191,Lavender Bistro,4,Indian,2023-08-17
581,41,Customer 581,Midtown Diner,5,Greek,2023-08-18
596,22,Customer 596,Savory Spoon,5,French,2023-06-24
1000,9,Customer 1000,Mama's Kitchen,4,American,2023-12-05
754,32,Customer 754,Maple & Main,3,Greek,2023-06-09
91,31,Customer 91,The Olive Branch,4,French,2023-07-11
149,43,Customer 149,Mystic Curry,4,Chinese,2023-09-11
905,49,Customer 905,Timeless Taste,5,American,2023-12-23
950,35,Customer 950,Bamboo Garden,4,Indian,2023-10-30
637,1,Customer 637,Sakura Sushi,3,American,2023-12-17
417,16,Customer 417,Crepe Corner,4,Chinese,2023-04-23
516,23,Customer 516,Grill Master,3,American,2023-02-02
36,35,Customer 36,Bamboo Garden,5,Chinese,2023-07-16
204,36,Customer 204,Urban Grub,4,French,2023-06-27
326,33,Customer 326,Taste of Tuscany,3,Greek,2023-05-03
362,38,Customer 362,Amber Waves,5,French,2023-08-06
359,5,Customer 359,El Rancho,4,Indian,2023-02-26
30,9,Customer 30,Mama's Kitchen,3,French,2023-04-11
871,16,Customer 871,Crepe Corner,4,Mexican,2023-10-01
760,40,Customer 760,Lavender Bistro,3,Greek,2023-03-03
26,42,Customer 26,Crimson Table,3,Indian,2023-10-22
419,23,Customer 419,Grill Master,5,Japanese,2023-11-21
361,36,Customer 361,Urban Grub,5,Japanese,2023-01-28
532,27,Customer 532,Elegant Eatery,3,Mexican,2023-01-11
5,26,Customer 5,Rustic Retreat,4,Indian,2023-07-01
650,1,Customer 650,Sakura Sushi,4,Chinese,2023-04-02
588,49,Customer 588,Timeless Taste,5,French,2023-10-29
286,42,Customer 286,Crimson Table,4,French,2023-09-12
779,49,Customer 779,Timeless Taste,5,French,2023-03-18
926,15,Customer 926,Noodle Nirvana,3,Japanese,2023-07-23
404,31,Customer 404,The Olive Branch,4,Mexican,2023-08-20
928,39,Customer 928,Starlight Café,4,French,2023-01-28
193,1,Customer 193,Sakura Sushi,5,Chinese,2023-05-07
289,17,Customer 289,Kebab Kingdom,5,French,2023-09-22
598,9,Customer 598,Mama's Kitchen,5,French,2023-07-02
424,29,Customer 424,Fiesta Feast,5,Greek,2023-05-09
914,44,Customer 914,Coastal Breeze,5,American,2023-08-17
673,32,Customer 673,Maple & Main,5,American,2023-07-23
951,23,Customer 951,Grill Master,4,Greek,2023-03-03
886,47,Customer 886,Epicurean Delight,5,Chinese,2023-09-08
59,49,Customer 59,Timeless Taste,4,American,2023-11-23
482,43,Customer 482,Mystic Curry,3,Chinese,2023-12-28
736,40,Customer 736,Lavender Bistro,4,French,2023-09-30
902,32,Customer 902,Maple & Main,3,French,2023-09-14
181,43,Customer 181,Mystic Curry,3,American,2023-09-29
960,39,Customer 960,Starlight Café,5,Greek,2023-09-01
894,19,Customer 894,Waffle World,4,Indian,2023-07-18
511,34,Customer 511,Royal Feast,4,American,2023-12-01
578,6,Customer 578,The Hungry Chef,3,American,2023-10-20
124,7,Customer 124,Dragonfly Diner,3,Mexican,2023-09-03
492,42,Customer 492,Crimson Table,4,Mexican,2023-04-28
767,4,Customer 767,Le Gourmet,3,Italian,2023-11-05
55,2,Customer 55,Golden Dragon,3,Greek,2023-08-02
701,10,Customer 701,Taco Town,3,Chinese,2023-04-29
618,48,Customer 618,Fusion Flavors,3,Chinese,2023-05-25
193,3,Customer 193,Pasta Palace,3,Indian,2023-07-02
626,36,Customer 626,Urban Grub,3,French,2023-03-05
683,36,Customer 683,Urban Grub,3,French,2023-09-10
76,4,Customer 76,Le Gourmet,5,Greek,2023-03-12
644,8,Customer 644,Curry House,3,Chinese,2023-07-02
925,34,Customer 925,Royal Feast,3,Indian,2023-02-04
318,37,Customer 318,Velvet Table,5,Mexican,2023-01-13
709,42,Customer 709,Crimson Table,4,Mexican,2023-05-03
531,3,Customer 531,Pasta Palace,4,Italian,2023-12-11
791,22,Customer 791,Savory Spoon,3,Chinese,2023-05-12
790,36,Customer 790,Urban Grub,3,Indian,2023-06-11
206,35,Customer 206,Bamboo Garden,4,Mexican,2023-09-22
988,24,Customer 988,Garden Bistro,4,French,2023-10-10
305,8,Customer 305,Curry House,3,French,2023-08-28
194,38,Customer 194,Amber Waves,5,French,2023-08-27
644,26,Customer 644,Rustic Retreat,3,Mexican,2023-11-22
811,19,Customer 811,Waffle World,5,Mexican,2023-07-31
786,46,Customer 786,Chili Haven,4,Italian,2023-11-18
830,28,Customer 830,Sunset Grill,5,Greek,2023-11-30
705,8,Customer 705,Curry House,5,American,2023-02-27
876,16,Customer 876,Crepe Corner,4,Mexican,2023-03-03
192,11,Customer 192,Burger Barn,3,Chinese,2023-06-05
191,1,Customer 191,Sakura Sushi,3,Indian,2023-10-23
274,18,Customer 274,Pizza Planet,3,American,2023-10-24
405,34,Customer 405,Royal Feast,4,Italian,2023-11-26
477,34,Customer 477,Royal Feast,4,Japanese,2023-03-16
612,39,Customer 612,Starlight Café,5,Chinese,2023-02-22
816,18,Customer 816,Pizza Planet,3,Mexican,2023-12-08
41,38,Customer 41,Amber Waves,4,Chinese,2023-05-30
113,30,Customer 113,Pepper Mill,4,American,2023-06-28
76,44,Customer 76,Coastal Breeze,4,American,2023-11-03
963,3,Customer 963,Pasta Palace,4,Chinese,2023-11-20
834,41,Customer 834,Midtown Diner,4,Greek,2023-10-12
371,9,Customer 371,Mama's Kitchen,5,Chinese,2023-10-24
417,46,Customer 417,Chili Haven,4,American,2023-08-25
484,9,Customer 484,Mama's Kitchen,5,Chinese,2023-11-18
376,48,Customer 376,Fusion Flavors,5,Italian,2023-06-24
478,45,Customer 478,The Golden Plate,3,Italian,2023-12-29
6,50,Customer 6,La Belle Cuisine,3,American,2023-06-12
890,2,Customer 890,Golden Dragon,3,Chinese,2023-12-09
429,37,Customer 429,Velvet Table,5,American,2023-12-29
949,28,Customer 949,Sunset Grill,5,Chinese,2023-08-23
340,45,Customer 340,The Golden Plate,3,French,2023-05-14
584,25,Customer 584,Blue Lagoon,5,French,2023-09-28
943,29,Customer 943,Fiesta Feast,3,Italian,2023-10-30
205,39,Customer 205,Starlight Café,5,French,2023-04-04
221,15,Customer 221,Noodle Nirvana,4,Greek,2023-01-27
528,26,Customer 528,Rustic Retreat,4,Japanese,2023-08-14
648,18,Customer 648,Pizza Planet,5,Indian,2023-06-09
963,50,Customer 963,La Belle Cuisine,5,Italian,2023-05-04
995,32,Customer 995,Maple & Main,3,French,2023-04-02
231,23,Customer 231,Grill Master,4,Japanese,2023-01-01
966,6,Customer 966,The Hungry Chef,4,French,2023-09-11
116,18,Customer 116,Pizza Planet,4,Mexican,2023-01-20
615,8,Customer 615,Curry House,4,Mexican,2023-02-16
710,42,Customer 710,Crimson Table,5,Chinese,2023-03-05
32,26,Customer 32,Rustic Retreat,3,American,2023-11-07
140,16,Customer 140,Crepe Corner,5,Japanese,2023-02-21
423,15,Customer 423,Noodle Nirvana,5,Mexican,2023-10-19
826,1,Customer 826,Sakura Sushi,5,Chinese,2023-09-16
998,19,Customer 998,Waffle World,3,Indian,2023-11-14
572,27,Customer 572,Elegant Eatery,5,Mexican,2023-08-23
56,2,Customer 56,Golden Dragon,4,Mexican,2023-11-16
840,11,Customer 840,Burger Barn,4,Chinese,2023-03-22
447,1,Customer 447,Sakura Sushi,4,Mexican,2023-09-07
852,1,Customer 852,Sakura Sushi,3,Indian,2023-11-17
748,42,Customer 748,Crimson Table,4,Mexican,2023-02-16
132,18,Customer 132,Pizza Planet,5,Mexican,2023-09-27
473,29,Customer 473,Fiesta Feast,4,Mexican,2023-01-20
894,32,Customer 894,Maple & Main,5,American,2023-02-18
402,31,Customer 402,The Olive Branch,4,Chinese,2023-05-07
468,27,Customer 468,Elegant Eatery,3,Japanese,2023-09-21
70,48,Customer 70,Fusion Flavors,3,Italian,2023-12-24
892,2,Customer 892,Golden Dragon,4,Italian,2023-06-30
25,17,Customer 25,Kebab Kingdom,5,Greek,2023-10-27
919,43,Customer 919,Mystic Curry,3,Indian,2023-09-06
835,3,Customer 835,Pasta Palace,4,American,2023-09-25
602,4,Customer 602,Le Gourmet,3,American,2023-03-20
460,27,Customer 460,Elegant Eatery,3,American,2023-06-08
220,17,Customer 220,Kebab Kingdom,4,Italian,2023-04-28
258,28,Customer 258,Sunset Grill,3,Chinese,2023-02-17
253,13,Customer 253,BBQ Haven,3,Greek,2023-03-05
628,31,Customer 628,The Olive Branch,3,Chinese,2023-09-23
712,6,Customer 712,The Hungry Chef,5,French,2023-09-24
182,40,Customer 182,Lavender Bistro,3,Mexican,2023-12-14
101,8,Customer 101,Curry House,4,Greek,2023-04-25
336,39,Customer 336,Starlight Café,4,Indian,2023-03-17
884,38,Customer 884,Amber Waves,5,Greek,2023-10-25
480,32,Customer 480,Maple & Main,4,Greek,2023-07-23
701,1,Customer 701,Sakura Sushi,5,Italian,2023-09-24
925,27,Customer 925,Elegant Eatery,5,Mexican,2023-02-15
712,32,Customer 712,Maple & Main,3,American,2023-03-10
146,35,Customer 146,Bamboo Garden,3,Mexican,2023-07-02
644,36,Customer 644,Urban Grub,5,French,2023-07-20
167,32,Customer 167,Maple & Main,3,Japanese,2023-04-23
966,2,Customer 966,Golden Dragon,4,Italian,2023-06-22
170,50,Customer 170,La Belle Cuisine,5,French,2023-10-15
376,6,Customer 376,The Hungry Chef,3,Italian,2023-09-25
834,26,Customer 834,Rustic Retreat,3,Greek,2023-03-19
614,8,Customer 614,Curry House,3,Indian,2023-08-11
60,17,Customer 60,Kebab Kingdom,4,Japanese,2023-01-07
89,11,Customer 89,Burger Barn,3,French,2023-07-13
56,50,Customer 56,La Belle Cuisine,4,American,2023-03-16
991,17,Customer 991,Kebab Kingdom,5,Japanese,2023-03-09
457,26,Customer 457,Rustic Retreat,5,American,2023-08-21
953,25,Customer 953,Blue Lagoon,4,Mexican,2023-07-15
424,4,Customer 424,Le Gourmet,4,French,2023-09-20
196,46,Customer 196,Chili Haven,5,Indian,2023-09-03
519,24,Customer 519,Garden Bistro,5,Greek,2023-10-27
865,14,Customer 865,Pho Fever,3,Italian,2023-05-07
185,21,Customer 185,Ocean's Delight,4,Mexican,2023-08-17
832,7,Customer 832,Dragonfly Diner,5,Chinese,2023-08-29
697,18,Customer 697,Pizza Planet,3,Greek,2023-03-10
907,22,Customer 907,Savory Spoon,3,Japanese,2023-12-13
796,26,Customer 796,Rustic Retreat,4,Italian,2023-03-25
473,46,Customer 473,Chili Haven,3,American,2023-06-29
718,2,Customer 718,Golden Dragon,5,Mexican,2023-04-11
864,24,Customer 864,Garden Bistro,5,Greek,2023-08-21
665,22,Customer 665,Savory Spoon,4,Indian,2023-08-06
941,17,Customer 941,Kebab Kingdom,4,French,2023-12-29
718,31,Customer 718,The Olive Branch,3,Japanese,2023-11-29
345,34,Customer 345,Royal Feast,5,Indian,2023-07-10
429,40,Customer 429,Lavender Bistro,4,Mexican,2023-04-01
825,36,Customer 825,Urban Grub,4,Greek,2023-05-03
723,47,Customer 723,Epicurean Delight,4,Japanese,2023-06-11
31,18,Customer 31,Pizza Planet,5,Greek,2023-07-28
587,16,Customer 587,Crepe Corner,5,Greek,2023-02-11
305,3,Customer 305,Pasta Palace,4,Chinese,2023-07-31
586,44,Customer 586,Coastal Breeze,4,American,2023-06-20
120,34,Customer 120,Royal Feast,3,Japanese,2023-02-28
881,27,Customer 881,Elegant Eatery,3,French,2023-10-16
631,42,Customer 631,Crimson Table,4,French,2023-07-14
825,45,Customer 825,The Golden Plate,3,Chinese,2023-02-04
880,30,Customer 880,Pepper Mill,3,Greek,2023-08-23
733,36,Customer 733,Urban Grub,4,Mexican,2023-03-06
485,41,Customer 485,Midtown Diner,5,Greek,2023-08-24
603,3,Customer 603,Pasta Palace,5,French,2023-12-29
660,23,Customer 660,Grill Master,5,American,2023-07-22
655,42,Customer 655,Crimson Table,3,Mexican,2023-03-19
210,14,Customer 210,Pho Fever,3,Japanese,2023-10-24
454,36,Customer 454,Urban Grub,3,Japanese,2023-07-09
336,22,Customer 336,Savory Spoon,5,Chinese,2023-11-28
992,33,Customer 992,Taste of Tuscany,3,Italian,2023-05-13
833,2,Customer 833,Golden Dragon,5,Indian,2023-03-20
976,36,Customer 976,Urban Grub,5,Italian,2023-10-07
211,42,Customer 211,Crimson Table,4,Chinese,2023-04-26
525,7,Customer 525,Dragonfly Diner,5,Japanese,2023-09-17
639,12,Customer 639,Spicy Garden,4,Greek,2023-07-30
774,7,Customer 774,Dragonfly Diner,5,Italian,2023-04-13
996,22,Customer 996,Savory Spoon,4,Indian,2023-10-28
378,33,Customer 378,Taste of Tuscany,3,Italian,2023-06-23
169,40,Customer 169,Lavender Bistro,4,Greek,2023-05-22
604,20,Customer 604,Harvest Table,5,Indian,2023-08-21
362,33,Customer 362,Taste of Tuscany,5,Chinese,2023-07-05
883,3,Customer 883,Pasta Palace,4,Italian,2023-10-18
125,15,Customer 125,Noodle Nirvana,5,Greek,2023-08-14
861,46,Customer 861,Chili Haven,4,Japanese,2023-01-08
295,39,Customer 295,Starlight Café,3,Italian,2023-11-25
453,47,Customer 453,Epicurean Delight,5,Greek,2023-09-03
278,20,Customer 278,Harvest Table,3,Chinese,2023-05-04
733,46,Customer 733,Chili Haven,5,Mexican,2023-05-27
574,11,Customer 574,Burger Barn,4,Mexican,2023-11-08
662,1,Customer 662,Sakura Sushi,3,Japanese,2023-06-30
608,5,Customer 608,El Rancho,4,Italian,2023-07-29
182,34,Customer 182,Royal Feast,4,French,2023-03-02
340,50,Customer 340,La Belle Cuisine,5,Mexican,2023-11-11
797,27,Customer 797,Elegant Eatery,4,Mexican,2023-11-17
376,36,Customer 376,Urban Grub,3,Mexican,2023-03-29
859,17,Customer 859,Kebab Kingdom,3,Mexican,2023-02-12
675,4,Customer 675,Le Gourmet,5,Mexican,2023-01-30
78,21,Customer 78,Ocean's Delight,4,Chinese,2023-02-15
753,26,Customer 753,Rustic Retreat,5,Mexican,2023-08-16
81,23,Customer 81,Grill Master,3,Greek,2023-09-05
43,23,Customer 43,Grill Master,4,Greek,2023-01-20
718,13,Customer 718,BBQ Haven,3,Indian,2023-05-17
619,35,Customer 619,Bamboo Garden,3,Mexican,2023-07-14
111,19,Customer 111,Waffle World,3,Italian,2023-05-15
211,49,Customer 211,Timeless Taste,3,French,2023-07-13
359,36,Customer 359,Urban Grub,3,French,2023-01-16
41,46,Customer 41,Chili Haven,3,American,2023-05-06
992,49,Customer 992,Timeless Taste,3,Mexican,2023-09-05
5,1,Customer 5,Sakura Sushi,4,Chinese,2023-12-25
308,31,Customer 308,The Olive Branch,3,French,2023-10-20
444,16,Customer 444,Crepe Corner,4,Greek,2023-03-15
81,16,Customer 81,Crepe Corner,4,Italian,2023-10-17
447,21,Customer 447,Ocean's Delight,4,French,2023-07-04
679,12,Customer 679,Spicy Garden,3,Indian,2023-05-07
399,15,Customer 399,Noodle Nirvana,4,Mexican,2023-10-20
626,6,Customer 626,The Hungry Chef,5,Japanese,2023-03-27
923,45,Customer 923,The Golden Plate,5,Chinese,2023-02-10
149,23,Customer 149,Grill Master,3,French,2023-08-24
118,3,Customer 118,Pasta Palace,4,Mexican,2023-01-05
834,28,Customer 834,Sunset Grill,5,French,2023-05-15
355,11,Customer 355,Burger Barn,4,Italian,2023-11-06
804,1,Customer 804,Sakura Sushi,4,French,2023-04-23
170,19,Customer 170,Waffle World,4,Indian,2023-02-07
530,10,Customer 530,Taco Town,5,Indian,2023-10-31
930,3,Customer 930,Pasta Palace,4,Greek,2023-07-08
117,6,Customer 117,The Hungry Chef,3,Greek,2023-03-05
905,19,Customer 905,Waffle World,4,American,2023-07-18
488,35,Customer 488,Bamboo Garden,5,Indian,2023-12-15
231,18,Customer 231,Pizza Planet,3,Greek,2023-06-22
74,50,Customer 74,La Belle Cuisine,5,Chinese,2023-11-05
570,35,Customer 570,Bamboo Garden,4,Mexican,2023-01-15
406,32,Customer 406,Maple & Main,3,Japanese,2023-05-03
486,1,Customer 486,Sakura Sushi,5,Greek,2023-12-22
525,8,Customer 525,Curry House,4,American,2023-05-15
688,40,Customer 688,Lavender Bistro,5,Chinese,2023-08-12
21,17,Customer 21,Kebab Kingdom,3,Mexican,2023-05-31
332,33,Customer 332,Taste of Tuscany,4,Chinese,2023-02-18
365,32,Customer 365,Maple & Main,4,Italian,2023-06-05
68,13,Customer 68,BBQ Haven,4,Chinese,2023-01-26
633,37,Customer 633,Velvet Table,4,American,2023-06-20
427,39,Customer 427,Starlight Café,4,French,2023-12-11
551,35,Customer 551,Bamboo Garden,3,French,2023-06-30
20,45,Customer 20,The Golden Plate,5,French,2023-04-01
154,42,Customer 154,Crimson Table,3,Greek,2023-02-03
364,16,Customer 364,Crepe Corner,5,Chinese,2023-03-04
69,1,Customer 69,Sakura Sushi,4,Italian,2023-12-20
156,17,Customer 156,Kebab Kingdom,3,Japanese,2023-12-03
462,8,Customer 462,Curry House,5,American,2023-09-18
400,25,Customer 400,Blue Lagoon,5,Italian,2023-09-07
461,2,Customer 461,Golden Dragon,5,Japanese,2023-07-23
113,16,Customer 113,Crepe Corner,5,French,2023-12-14
88,27,Customer 88,Elegant Eatery,3,Japanese,2023-01-06
929,8,Customer 929,Curry House,3,Chinese,2023-08-06
97,18,Customer 97,Pizza Planet,5,Mexican,2023-08-23
440,43,Customer 440,Mystic Curry,3,Chinese,2023-06-01
52,27,Customer 52,Elegant Eatery,4,Chinese,2023-11-29
681,38,Customer 681,Amber Waves,3,Japanese,2023-12-16
556,36,Customer 556,Urban Grub,5,Italian,2023-11-30
182,15,Customer 182,Noodle Nirvana,5,Greek,2023-08-22
561,12,Customer 561,Spicy Garden,4,American,2023-12-23
605,38,Customer 605,Amber Waves,5,Japanese,2023-03-27
108,27,Customer 108,Elegant Eatery,5,Italian,2023-08-03
521,10,Customer 521,Taco Town,5,French,2023-03-11
940,22,Customer 940,Savory Spoon,4,Indian,2023-05-11
73,1,Customer 73,Sakura Sushi,5,Italian,2023-09-07
835,49,Customer 835,Timeless Taste,3,Greek,2023-04-03
411,25,Customer 411,Blue Lagoon,4,French,2023-05-28
306,9,Customer 306,Mama's Kitchen,3,Indian,2023-09-08
652,20,Customer 652,Harvest Table,5,Greek,2023-04-13
537,22,Customer 537,Savory Spoon,5,American,2023-09-09
761,42,Customer 761,Crimson Table,3,French,2023-12-18
42,11,Customer 42,Burger Barn,3,Japanese,2023-12-14
134,50,Customer 134,La Belle Cuisine,5,Mexican,2023-03-23
395,14,Customer 395,Pho Fever,3,Mexican,2023-05-29
995,22,Customer 995,Savory Spoon,5,Greek,2023-12-16
480,7,Customer 480,Dragonfly Diner,5,Greek,2023-05-16
682,19,Customer 682,Waffle World,4,Greek,2023-03-10
925,7,Customer 925,Dragonfly Diner,4,Japanese,2023-10-27
478,41,Customer 478,Midtown Diner,4,Japanese,2023-09-06
615,34,Customer 615,Royal Feast,5,French,2023-10-21
375,9,Customer 375,Mama's Kitchen,5,Japanese,2023-07-11
123,42,Customer 123,Crimson Table,4,American,2023-03-13
208,29,Customer 208,Fiesta Feast,5,Greek,2023-11-19
865,47,Customer 865,Epicurean Delight,4,French,2023-05-11
559,1,Customer 559,Sakura Sushi,5,French,2023-04-09
308,35,Customer 308,Bamboo Garden,3,American,2023-02-26
533,34,Customer 533,Royal Feast,3,French,2023-12-15
7,37,Customer 7,Velvet Table,4,American,2023-08-05
416,19,Customer 416,Waffle World,3,Japanese,2023-11-29
342,26,Customer 342,Rustic Retreat,4,Indian,2023-06-16
723,1,Customer 723,Sakura Sushi,3,Mexican,2023-01-12
822,12,Customer 822,Spicy Garden,5,Japanese,2023-01-25
